省份,市,区县,店铺名,地址,坐标,电话
陕西省,西安市,莲湖区,祥兴消防,星火路天正机电市场A区2排,"108.922996,34.290406",029-86239706;13991282593
陕西省,西安市,未央区,暂无数据,暂无数据,"108.846702,34.271637",18591958386;18192291851
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971781,34.366600",029-89607119
陕西省,西安市,未央区,吉龙消防,北三环五金机电水暖灯具批发市场2排17-18号,"108.967191,34.370561",029-86490539
陕西省,西安市,未央区,安海消防,北三环钢材A区西排5号,"108.972304,34.368933",029-83669588;029-83660566;13571923588
陕西省,西安市,未央区,鸿强消防,北三环大明宫管业A区7排11号,"108.976241,34.370876",18792565123
陕西省,西安市,未央区,暂无数据,暂无数据,"108.970716,34.369455",029-81623888;15309267071;029-81612908
陕西省,西安市,灞桥区,民兴消防,柳巷村54号,"109.067437,34.303973",13609121984
陕西省,西安市,未央区,天安消防(显庆路店),北三环大明宫建材家居市场钢材B区东排20号,"108.971081,34.368062",029-89295316;13572455852
陕西省,西安市,未央区,暂无数据,暂无数据,"108.970155,34.369133",029-86100119;18706862779
陕西省,西安市,未央区,暂无数据,暂无数据,"108.831802,34.248609",13991843354;18740434238
陕西省,西安市,未央区,国泰消防(北辰路店),北辰大道霸上广告城A1排5号,"108.995028,34.348958",13669250538;029-86184320
陕西省,西安市,未央区,萃联消防设备,大明宫建材市场钢材A区西排18-19号,"108.971726,34.367798",18909250895;029-86490539
陕西省,西安市,未央区,西安经开消防救援大队,未央路与凤城十二路交汇处东北角,"108.951474,34.358332",029-86251106
陕西省,西安市,新城区,新城区消防救援大队,康复路批发市场5号楼3层,"108.984204,34.272346",029-87414422
陕西省,西安市,未央区,暂无数据,暂无数据,"108.879154,34.340555",18629665977;15596697890
陕西省,西安市,未央区,大为消防职业技能培训学校,西咸新区沣东新城启航佳苑A区13号楼裙楼三层,"108.813383,34.301619",029-89309855;18092812461
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.025804,34.271863",13629284277
陕西省,西安市,灞桥区,陕西江河消防设备有限公司,华南城五金机电D区8街7栋1-3号市场,"109.046749,34.363903",029-68533333;18192336119
陕西省,西安市,未央区,龙桥消防泵阀,北三环大明宫建材市场管业A区7排12号,"108.975280,34.370878",029-86302569;18909201901
陕西省,西安市,灞桥区,西安市专职消防员培训基地,暂无数据,"109.153102,34.221244",4000351130
陕西省,西安市,未央区,暂无数据,暂无数据,"108.970359,34.367115",029-86734001;13892806447
陕西省,西安市,未央区,宏业消防设备,北三环大明宫建材市场8排5-6号,"108.973807,34.369900",029-86351103
陕西省,西安市,未央区,闽太消防,北三环大明宫建材市场管业A区3排13号,"108.975192,34.370274",13572162248
陕西省,西安市,临潼区,暂无数据,暂无数据,"109.223952,34.381929",13720406031
陕西省,西安市,临潼区,暂无数据,暂无数据,"109.224731,34.370653",18291905965
陕西省,西安市,未央区,暂无数据,暂无数据,"108.970359,34.367115",029-86734001;13892806447
陕西省,西安市,未央区,安耐特消防(陕西办事处),北辰吉祥水暖机电市场8排27-28号,"109.004829,34.381461",13909201737
陕西省,西安市,未央区,西安顶尖消防设备,昭远门路,"108.975510,34.370374",029-81622595;029-81626973;15877398179
陕西省,西安市,未央区,陕西闽峰消防有限公司,北三环大明宫建材家居批发市场管业A区4排13号,"108.975176,34.370375",13309238207
陕西省,西安市,灞桥区,胶管水带批发,华南城五金B区11街3栋6号,"109.032441,34.359743",15710487368;18657696861
陕西省,西安市,灞桥区,江苏水花消防,国际港务区华南城D区16街6栋26-28号,"109.046621,34.365876",029-86720621;13468724599
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971836,34.367008",029-86729409;18792513618
陕西省,西安市,灞桥区,敏华消防应急照明,华南城五金机电交易中心D区14街8栋8-14号,"109.047813,34.365308",029-86306154
陕西省,西安市,灞桥区,鑫正铧消防线缆,华南城五金机电E1区4街2栋5号,"109.050122,34.362668",18165383813
陕西省,西安市,未央区,三鲸三辉消防,昭远门路,"108.992554,34.367654",029-86688119;15596633577
陕西省,西安市,未央区,暂无数据,暂无数据,"109.002334,34.362667",15802927119
陕西省,西安市,未央区,乂安消防维修站,洛门路与罗高路口向西100米,"108.894393,34.300428",029-68973119;18192945019
陕西省,西安市,碑林区,西安五进消防知识科教站,和平路118号和平银座407号,"108.962850,34.258427",029-85259360
陕西省,西安市,灞桥区,暂无数据,暂无数据,"109.026274,34.271903",029-83281633
陕西省,西安市,未央区,西安海英消防设备有限公司,梨园路梨园公馆西门,"108.915653,34.293948",13679266110
陕西省,西安市,灞桥区,西安众海消防设备有限公司,华南城五金机电B区10街2栋10号,"109.031909,34.360372",029-83747474;18059987779;13389292119
陕西省,西安市,雁塔区,青岛鼎信消防西安办事处,陕西省西安市唐延南路锦业二路i都会4号楼1单元1615,"108.884845,34.183305",18966941406
陕西省,西安市,临潼区,暂无数据,暂无数据,"109.224100,34.382176",029-83990999;18681829293;029-81363338
陕西省,西安市,碑林区,西安新六合安消防科技有限公司(销售部),长安路长安大街3号(长安路派出所),"108.949235,34.232166",029-85352221;15091585763
陕西省,西安市,雁塔区,陕西铁中消防科技有限公司西安分公司,马鸣路站路东,"109.034461,34.211505",13201781680
陕西省,西安市,雁塔区,西安都安消防装修设计工程有限公司,高新区科技二路西安软件园西岳阁101号,"108.878656,34.223754",13379078450
陕西省,西安市,未央区,暂无数据,暂无数据,"108.988651,34.406454",13550774771
陕西省,西安市,未央区,西咸新区沣东新城南盛消防泵阀供应站,三桥后卫寨地铁终点站向西300米路南玉祥工业品批发市场付1排12号柏林春天四个字正对面,"108.805973,34.302517",13572272556
陕西省,西安市,未央区,西安博克斯特消防科技有限公司,北三环五金机电水暖灯具批发市场15排4-5号,"108.967935,34.370111",029-89602957;13259999667
陕西省,西安市,灞桥区,陕西盛邦赛福消防科技有限公司生产部,108国道西50米,"109.113460,34.330860",029-82242196
陕西省,西安市,未央区,暂无数据,暂无数据,"108.971041,34.366766",029-89605338;18192259828
陕西省,西安市,未央区,暂无数据,暂无数据,"108.980299,34.411898",18192371990
陕西省,西安市,莲湖区,暂无数据,暂无数据,"108.922544,34.290685",18302993711
陕西省,西安市,未央区,陕西春盛建材有限公司,北三环大明宫建材批发市场钢材A区西排5号,"108.971824,34.368859",13659206188
陕西省,西安市,高陵区,西安弘道教育(专职消防员岗前培训基地),泾高南路294号,"109.031651,34.487453",029-86053194
