车型ID,车辆型号,图片,车系ID,车系名称,车系名称,车系别称,年份,生产状态,销售状态,,论坛,车辆级别,外观颜色,厂商指导价,参考价,优惠幅度,保修政策,排量,发动机,,档位,变速箱类型,最高车速km/h,,,年份,车身型式,动力类型,车长/mm,车宽/mm,车高/mm,轴距/mm,整车质量/kg,座位数,行李箱容积/L,邮箱容积/L,前轮胎规格,后轮胎规格,备胎,保修政策,,,,,,,,行李箱容积/L,,,,,排量/ml,排量/L,最大功率/kW,最大马力/Ps,最大功率转速,最大扭矩,最大扭矩转速,发送机型式,发动机缸数,发动机方式,供油方式,,燃油标号,发动机启停,变速箱类型,档位个数,最高车速,0-100km/h加速时间[s],混合工况油耗[L/100km],环保标准,,,,,,,,,,,,,,,,,,,,驱动方式,前悬挂类型,后悬挂类型,可调悬挂,前轮制动类型,后轮制动类型,驻车制动类型,车体结构,限滑差速器/差速锁,,,,,,,,,,,,防抱死ABS,制动力分配(EBD/CBC等),制动辅助(BA/EBA等),牵引力控制(ASR/TCS等),车身稳定控制(ESP/DSC等),主驾驶安全气囊,副驾驶安全气囊,前侧气囊,后侧气囊,侧安全气帘,膝部气囊,安全带气囊,后排中央气囊,胎压监测,零胎压续行轮胎,后排儿童座椅接口,定速巡航,车道保持,碰撞报警/主动刹车,疲劳提醒,自动泊车,遥控泊车,自动驾驶辅助,自动驻车,上坡辅助,陡坡缓降,夜视系统,可变齿比转向,前倒车雷达,后倒车雷达,倒车影像,驾驶模式选择,,前大灯,LED日间行车灯,自动大灯,前雾灯,大灯功能,天窗类型,前电动车窗,后电动车窗,外后视镜电动调节,,内后视镜自动防眩目,流媒体内后视镜,流媒体外后视镜,外后视镜自动防眩目,隐私玻璃,前雨刷器,后雨刷器,电吸门,电动侧滑门,电动行李厢,车顶行李架,中控锁,智能钥匙,远程遥控功能,,,,,内饰材质,车内氛围灯,遮阳板化妆镜,方向盘材质,多功能方向盘,方向盘调节,方向盘加热,方向盘换挡,前排空调,后排空调,,,,,座椅材质,运动风格座椅,主座椅电动调节,副座椅电动调节,主座椅调节方式,副座椅调节方式,第二排座椅电动调节,第二排座椅调节方式,前排座椅功能,后排座椅功能,前排中央扶手,后排中央扶手,第三排座椅,座椅放倒方式,后排杯架,后排折叠桌板,中控彩色液晶屏,全液晶仪表盘,行车电脑显示屏,HUD平视显示,GPS导航,,车载APP应用,手机互联(Carplay&Android),手机无线充电,手势控制系统,CD/DVD,蓝牙/WIFI连接,外接接口,,音响品牌,"扬声器数量[个] 
",,车载220V电源,液晶屏尺寸 ,,,
134041,280TSI 两驱 精英版,https://img1.bitautoimg.com/autoalbum/files/20200303/38/202003031717_2.jpg,2373,Tiguan,Tiguan,dazhongtiguan,2019,在产,在销,,http://baa.bitauto.com/tiguan/,紧凑型SUV,"钢琴黑,#050505|雅科蓝,#3d5189|纳克棕,#52260f|暮雨灰,#525252|盔甲银,#737373|莫比红,#89302f|香槟黄,#edd5a5|鹅卵白,#f0f0f0|薄雾白,#fafafa",23.98万,18.08-23.98万,2.00万,3年或10万公里,1.4,涡轮增压,,6,双离合,200,7,5,2019,SUV,汽油,4486,1839,1646,2681,1552,5,615,60,235/55 R18,235/55 R18,非全尺寸,3年或10万公里,,,,,,,,1655,,,,,1395,1.4,110,150,5000-6000,250,1500-3500,直列,4,涡轮增压,直喷,,95号,有,双离合,6,200,9.2,6.5,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,有,有,有,无,无,无,有,有,无,无,无,有,有,无,无,无,LED,有,"自动开闭,转向辅助灯",有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,有,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,远程解锁,无,无,无,,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,织物,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节",无,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,无,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,,
134042,330TSI 四驱 创睿版,https://img4.bitautoimg.com/autoalbum/files/20190709/139/201907091719481948197433_2.jpg,2373,Tiguan,Tiguan,dazhongtiguan,2019,在产,在销,,http://baa.bitauto.com/tiguan/,紧凑型SUV,"钢琴黑,#050505|雅科蓝,#3d5189|纳克棕,#52260f|暮雨灰,#525252|盔甲银,#737373|莫比红,#89302f|香槟黄,#edd5a5|鹅卵白,#f0f0f0|薄雾白,#fafafa",29.88万,22.98-29.88万,5.90万,3年或10万公里,2,涡轮增压,,7,双离合,208,7,5,2019,SUV,汽油,4486,1839,1657,2681,1730,5,615,60,235/55 R18,235/55 R18,非全尺寸,3年或10万公里,,,,,,,,1655,,,,,1984,2,132,180,4000-6000,320,1500-3940,直列,4,涡轮增压,混合喷射,,95号,有,双离合,7,208,7.7,7.1,国六,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,有,有,有,无,无,无,有,有,有,无,无,有,有,无,有,无,LED,有,"自动开闭,转向辅助灯",有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,无,无,感应雨刷,后雨刷,无,无,电动开合,有,遥控中控,无,远程解锁,无,无,无,,塑料,有,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,手动空调,无,有,无,无,皮质,无,带记忆电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,GPS导航,有,语音控制,"CarPlay,CarLife",无,无,单碟cd,"蓝牙,wifi","AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,,
134043,330TSI 四驱 高配版,https://img3.bitautoimg.com/autoalbum/files/20200524/611/2020052478_2.jpg,2373,Tiguan,Tiguan,dazhongtiguan,2019,在产,在销,,http://baa.bitauto.com/tiguan/,紧凑型SUV,"钢琴黑,#050505|雅科蓝,#3d5189|纳克棕,#52260f|暮雨灰,#525252|盔甲银,#737373|莫比红,#89302f|香槟黄,#edd5a5|鹅卵白,#f0f0f0|薄雾白,#fafafa",31.58万,25.68-31.58万,5.08万,3年或10万公里,2,涡轮增压,,7,双离合,208,7,5,2019,SUV,汽油,4490,1859,1657,2681,1730,5,615,60,255/45 R19,255/45 R19,非全尺寸,3年或10万公里,,,,,,,,1655,,,,,1984,2,132,180,4000-6000,320,1500-3940,直列,4,涡轮增压,混合喷射,,95号,有,双离合,7,208,7.7,7.1,国六,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,有,有,有,有,无,无,有,有,有,无,无,有,有,后方影像,有,有,LED,有,"自动开闭,自动远近光,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,无,无,感应雨刷,后雨刷,无,无,电动开合,有,遥控中控,无,远程解锁,无,无,无,,塑料,有,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,手动空调,无,有,无,无,皮质,无,带记忆电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,GPS导航,有,语音控制,"CarPlay,CarLife",无,无,单碟cd,"蓝牙,wifi","AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,,
134044,380TSI 四驱 R-Line,https://img1.bitautoimg.com/autoalbum/files/20200303/38/202003031717_2.jpg,2373,Tiguan,Tiguan,dazhongtiguan,2019,在产,在销,,http://baa.bitauto.com/tiguan/,紧凑型SUV,"钢琴黑,#050505|雅科蓝,#3d5189|纳克棕,#52260f|暮雨灰,#525252|盔甲银,#737373|莫比红,#89302f|香槟黄,#edd5a5|鹅卵白,#f0f0f0|薄雾白,#fafafa",35.08万,29.18-35.08万,2.10万,3年或10万公里,2,涡轮增压,,7,双离合,220,7,5,2019,SUV,汽油,4490,1859,1657,2681,1745,5,615,60,255/45 R19,255/45 R19,非全尺寸,3年或10万公里,,,,,,,,1655,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,混合喷射,,95号,有,双离合,7,220,6.5,7.8,国六,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,有,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,有,有,有,有,无,无,有,有,有,无,无,有,有,后方影像,有,有,LED,有,"自动开闭,自动远近光,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,无,无,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",远程解锁,无,无,无,,塑料,有,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,手动空调,无,有,无,无,皮质,无,带记忆电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节",加热,加热,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,GPS导航,有,语音控制,"CarPlay,CarLife",无,无,单碟cd,"蓝牙,wifi","AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,,
133268,顶配版,https://img4.bitautoimg.com/autoalbum/files/20191225/791/201912252341224122167650_2.jpg,5680,朗逸纯电,朗逸纯电,langyichundian,2020,待产,待销,,http://baa.bitauto.com/,紧凑型车,"神秘黑,#000000|风雅金,#a49e7c|雅致白,#ffffff",无,无,,,,,,,,,,,,三厢,纯电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135191,基本版,https://img4.bitautoimg.com/autoalbum/files/20190731/594/201907312032413241141144_2.jpg,5680,朗逸纯电,朗逸纯电,langyichundian,2020,待产,待销,,http://baa.bitauto.com/,紧凑型车,"神秘黑,#000000|风雅金,#a49e7c|雅致白,#ffffff",无,无,,,,,,,,,,,,三厢,纯电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138395,优享版,https://img4.bitautoimg.com/autoalbum/files/20191225/791/201912252341224122167650_2.jpg,5680,朗逸纯电,朗逸纯电,langyichundian,2020,待产,待销,,http://baa.bitauto.com/,紧凑型车,"神秘黑,#000000|风雅金,#a49e7c|雅致白,#ffffff",无,无,,,,,,,,,,,,三厢,纯电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136563,优享版,https://img1.bitautoimg.com/autoalbum/files/20191108/516/201911081533383338111546_2.jpg,5680,朗逸纯电,朗逸纯电,langyichundian,2019,在产,在销,,http://baa.bitauto.com/,紧凑型车,"神秘黑,#000000|风雅金,#a49e7c|雅致白,#ffffff",14.89万,13.79-14.89万,,3年或10万公里,,,,,单速变速箱,150,23,8,2019,三厢,纯电,4670,1806,1474,2680,,5,510,,205/55 R16,205/55 R16,非全尺寸,3年或10万公里,,,,,,,,,,,,,,,,,,,,,,,,,,,单速变速箱,,150,,,,100,290,100,290,,,38.1,5.5,0.7,13.2,278,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,无,无,有,无,无,无,无,有,有,无,无,无,无,有,无,有,无,LED,有,自动开闭,无,高度调节,单天窗,有,有,"电动调节,后视镜加热",,无,无,无,无,无,感应雨刷,无,无,无,无,无,遥控中控,无,无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,无,无,无,皮质,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,加热,无,有,无,无,按比例放倒,无,无,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,无,蓝牙,USB,无,无,5月6日,无,无,8,无,无,无
138947,1.4T 双离合 豪华型,https://img2.bitautoimg.com/autoalbum/files/20200612/108/202006121457_2.jpg,5561,迈腾GTE 插电混动,迈腾GTE 插电混动,maitenggte,2020,在产,在销,,http://baa.bitauto.com/,中型车,"幻影黑,#000000|星辰蓝,#5193df|凯撒金,#959693|星耀金,#ac8774|朱鹭白,#efeeea",25.39万,21.39-25.39万,8.89万,3年或10万公里,1.4,涡轮增压,,6,双离合,200,18,12,2019,三厢,插电混合,4865,1832,1469,2871,1750,5,457,50,215/55 R17,215/55 R17,无备胎,3年或10万公里,,,,,,,,,,,,,1395,1.4,110,150,5000-6000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,6,200,7.7,1.8,国六,85,330,85,330,,,37,0,0,16.5,56,,,155,400,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,"定速巡航,ACC自适应巡航|0",无,选配,有,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,"LED,矩阵LED|0",有,"自动开闭,自动转向|0",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,感应雨刷,无,无,无,"电动开合,自动感应",无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,无,加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,"GPS导航,实时路况,在线地图",无,语音控制,"CarPlay,CarLife,手机互联",有,无,无,蓝牙,USB,无,无,7月8日,无,无,9.2,无,有,无
138606,1.4T 双离合 尊贵型,https://img3.bitautoimg.com/autoalbum/files/20200616/989/20200616172704274150617_2.jpg,5561,迈腾GTE 插电混动,迈腾GTE 插电混动,maitenggte,2020,在产,在销,,http://baa.bitauto.com/,中型车,"幻影黑,#000000|星辰蓝,#5193df|凯撒金,#959693|星耀金,#ac8774|朱鹭白,#efeeea",26.89万,22.89-26.89万,9.41万,3年或10万公里,1.4,涡轮增压,,6,双离合,200,18,12,2019,三厢,插电混合,4865,1832,1469,2871,1750,5,457,50,215/55 R17,215/55 R17,无备胎,3年或10万公里,,,,,,,,,,,,,1395,1.4,110,150,5000-6000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,6,200,7.7,1.8,国六,85,330,85,330,,,37,0,0,16.5,56,,,155,400,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,无,有,有,有,无,无,有,有,无,无,无,有,有,360度全景摄像,有,无,矩阵LED,有,"自动开闭,自动转向",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,无,无,感应雨刷,无,无,无,"电动开合,自动感应",无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,带记忆电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,无,加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,"GPS导航,实时路况,在线地图",无,语音控制,"CarPlay,CarLife,手机互联",有,无,无,蓝牙,USB,无,无,7月8日,无,无,9.2,无,有,无
133569,旅行轿车 1.8TSI 双离合,https://img3.bitautoimg.com/autoalbum/files/20190320/612/2019032022071571515596_2.jpg,3509,高尔夫(进口),高尔夫(进口),gaoerfu-3509,2019,在产,在销,,http://baa.bitauto.com/,紧凑型车,"钢琴黑,#000000|暮雨灰,#868586|魅惑红,#96211A|畅意红,#9A0219|盔甲银,#D4CDBB|鹅卵白,#f6f8f7",20.98万,14.98-20.98万,5.00万,3年或10万公里,1.8,涡轮增压,,6,双离合,205,11,4,2019,跨界车,汽油,4578,1799,1515,2630,1456,5,605,50,225/45 R17,225/45 R17,非全尺寸,3年或10万公里,,,,,,,,1620,,,,,1798,1.8,132,180,4500-6200,280,1350-4500,直列,4,涡轮增压,直喷,,95号,有,双离合,6,205,8.4,6.8,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,有,无,无,有,有,后方影像,有,无,卤素,有,"自动开闭,转向辅助灯",有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,无,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,无,无,有,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,手动空调,手动空调,无,无,无,无,织物,无,无,无,"靠背调节,高低调节,腰部调节","靠背调节,高低调节,腰部调节",无,无,无,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,无,无,语音控制,"CarPlay,CarLife",无,无,无,蓝牙,USB,无,无,5月6日,无,无,8,无,无,无
125698,R 2.0TSI 双离合,https://img2.bitautoimg.com/autoalbum/files/20170830/603/20170830172237223726113_2.jpg,3509,高尔夫(进口),高尔夫(进口),gaoerfu-3509,2017,在产,在销,,http://baa.bitauto.com/,紧凑型车,"钢琴黑珠光漆,#0d0d15|星夜蓝金属漆,#112446|青金蓝金属漆,#3A5989|深空灰,#7c7a7c|魅惑红,#96211A|流光银金属漆,#ced4d2|薄雾白,#D6D9DB|鹅卵白,#f6f8f7",37.28万,26.93-38.18万,4.00万,3年或10万公里,2,涡轮增压,,7,双离合,249,25,8,2017,两厢,汽油,4263,1799,1460,2630,1535,5,343,55,225/40 R18,225/40 R18,非全尺寸,3年或10万公里,,,,,,,,1233,,,,,1984,2,213,290,5400-6500,380,1850-5300,直列,4,涡轮增压,直喷,,95号,有,双离合,7,249,4.8,7.5,国五,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,"ACC自适应巡航,定速巡航|1000",无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,自动转向",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,无,无,感应雨刷,后雨刷,无,无,无,无,遥控中控,"智能进入,无钥匙启动",无,无,有,无,,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,手动空调,无,有,无,有,皮质,有,带记忆电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,无,加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,GPS导航,有,语音控制,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,有,,
141130,1.4T 双离合 豪华型,https://img4.bitautoimg.com/autoalbum/files/20200426/30/20200426739_2.jpg,5562,探岳GTE 插电混动,探岳GTE 插电混动,tanyuegte,2020,停产,在销,,http://baa.bitauto.com/,中型SUV,"锰石黑,#000000|星辰蓝,#3a528b|星耀金,#AF9F8D|极地白,#ffffff",24.98万,20.98-24.98万,,3年或10万公里,1.4,涡轮增压,,6,双离合,200,25,4,2020,SUV,插电混合,4603,1860,1658,2730,1835,5,413,47,235/55 R18,235/55 R18,无备胎,3年或10万公里,,,,,,,,,,,,,1395,1.4,110,150,5500-6000,250,1750-3000,直列,4,涡轮增压,直喷,10,95号,有,双离合,6,200,8.4,2,国六,85,330,85,330,,,13,0,0,16,54,8年 12万公里,,155,400,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,有,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,自动转向",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,有,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",有,有,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,无,蓝牙,USB,无,无,5月6日,无,无,8,无,有,无
142120,改款 1.4T 双离合 豪华型,https://img2.bitautoimg.com/autoalbum/files/20200620/289/20200620105_2.jpg,5562,探岳GTE 插电混动,探岳GTE 插电混动,tanyuegte,2020,在产,在销,,http://baa.bitauto.com/,中型SUV,"锰石黑,#000000|星辰蓝,#3a528b|星耀金,#AF9F8D|极地白,#ffffff",24.98万,20.98-24.98万,,3年或10万公里,1.4,涡轮增压,,6,双离合,200,15,6,2020,SUV,插电混合,4603,1860,1658,2730,1835,5,413,47,235/55 R18,235/55 R18,无备胎,3年或10万公里,,,,,,,,,,,,,1395,1.4,110,150,5500-6000,250,1750-3000,直列,4,涡轮增压,直喷,10,95号,有,双离合,6,200,8.4,2,国六,85,330,85,330,,,13,0,0,16,54,8年 12万公里,,155,400,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,有,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,自动转向",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,有,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,无,蓝牙,USB,无,无,5月6日,无,无,8,无,有,无
141131,1.4T 双离合 尊贵型,https://img2.bitautoimg.com/autoalbum/files/20200416/708/20200416214947494754597_2.jpg,5562,探岳GTE 插电混动,探岳GTE 插电混动,tanyuegte,2020,在产,在销,,http://baa.bitauto.com/,中型SUV,"锰石黑,#000000|星辰蓝,#3a528b|星耀金,#AF9F8D|极地白,#ffffff",25.98万,21.98-25.98万,,3年或10万公里,1.4,涡轮增压,,6,双离合,200,25,4,2020,SUV,插电混合,4603,1860,1658,2730,1835,5,413,47,235/55 R18,235/55 R18,无备胎,3年或10万公里,,,,,,,,,,,,,1395,1.4,110,150,5500-6000,250,1750-3000,直列,4,涡轮增压,直喷,10,95号,有,双离合,6,200,8.4,2,国六,85,330,85,330,,,13,0,0,16,54,8年 12万公里,,155,400,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,无,有,无,无,有,有,无,无,无,有,有,后方影像,有,有,LED,有,"自动开闭,自动转向",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,有,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",有,有,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,无,蓝牙,USB,无,无,7月8日,无,无,8,无,有,无
133570,180TSI 珍藏版,https://img3.bitautoimg.com/autoalbum/files/20190314/676/201903141853175317159162_2.jpg,2061,甲壳虫,甲壳虫,dazhongjiakechong,2019,停产,在销,,http://baa.bitauto.com/beetle/,紧凑型车,"时光白,#D6CBB7",20.78万,18.58-20.78万,0.90万,3年或10万公里,1.2,涡轮增压,,7,双离合,180,16,4,2019,两厢,汽油,4278,1808,1486,2538,1338,4,310,55,215/55 R17,215/55 R17,非全尺寸,3年或10万公里,,,,,,,,905,,,,,1197,1.2,77,105,5000-6000,175,1500-3500,直列,4,涡轮增压,直喷,,95号,有,双离合,7,180,10.9,5.6,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,无,无,有,定速巡航,无,无,无,无,无,无,无,有,无,无,无,有,有,无,无,无,氙气,有,转向辅助灯,有,高度调节,全景天窗,有,无,"电动调节,后视镜加热",,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,无,无,有,无,无,塑料,有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,有,无,无,织物,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,高低调节,前后调节",无,无,加热,无,有,无,无,按比例放倒,有,无,触控式液晶屏,无,有,无,无,无,无,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,5月6日,无,无,6.5,无,无,无
